"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11468","EC-140: Check whether user is able to see required field indicators or not (Qase ID: 140)","chromium","2026-01-27","passed","2026-01-27","","AddStandaloneConnectionTests/EC-140.spec.js","",""
"","10158","EC-552: Check whether user is able to select SMART on FHIR Embed integration type (Qase ID: 552)","webkit","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-552.spec.js","",""
"","1770","EC-90: Check whether user is able to paste password in the Password field (Qase ID: 90)","chromium","2026-01-27","passed","2026-01-27","","LoginTests/EC-90.spec.js","",""
"","9252","EC-119: Check whether user is able to select EHR System from dropdown or not (Qase ID: 119)","chromium","2026-01-27","passed","2026-01-27","","AddStandaloneConnectionTests/EC-119.spec.js","",""
"","4800","EC-266: Check whether user is able to see Recent Activities on dashboard (Qase ID: 266)","chromium","2026-01-27","passed","2026-01-27","","DashboardTests/EC-266.spec.js","",""
"","10352","EC-552: Check whether user is able to select SMART on FHIR Embed integration type (Qase ID: 552)","firefox","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-552.spec.js","",""
"","11359","EC-139: Check whether validation errors are shown for required fields or not (Qase ID: 139)","chromium","2026-01-27","passed","2026-01-27","","AddStandaloneConnectionTests/EC-139.spec.js","",""
"","9681","EC-571: Check whether the Embedded App URL field accepts a valid URL format (Qase ID: 571)","webkit","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-571.spec.js","",""
"","10121","EC-562: Check whether the Client ID field is displayed (Qase ID: 562)","chromium","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-562.spec.js","",""
"","4778","EC-263: Check whether user is able to see Active Connections count on dashboard (Qase ID: 263)","chromium","2026-01-27","passed","2026-01-27","","DashboardTests/EC-263.spec.js","",""
"","7985","EC-111: Check whether user is able to see Add Standalone Connection button or not (Qase ID: 111)","chromium","2026-01-27","passed","2026-01-27","","AddStandaloneConnectionTests/EC-111.spec.js","",""
"","10802","EC-574: Check whether the EHR Launch URL indicates that it will be generated automatically (Qase ID: 574)","chromium","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-574.spec.js","",""
"","4752","EC-268: Check whether user redirects to Audit Logs page after clicking View All Logs (Qase ID: 268)","chromium","2026-01-27","passed","2026-01-27","","DashboardTests/EC-268.spec.js","",""
"","10402","EC-135: Check whether user is able to click on Cancel button or not (Qase ID: 135)","chromium","2026-01-27","passed","2026-01-27","","AddStandaloneConnectionTests/EC-135.spec.js","",""
"","1676","EC-72: Check whether all login-related elements and fields are present on the login page or not (Qase ID: 72)","chromium","2026-01-27","passed","2026-01-27","","LoginTests/EC-72.spec.js","",""
